type,freq_tar,range_tar,likelihood,effect,word,category,subcategory
singn,1939,486,27.699,0,,,
tags,1938,561,27.685,0,,,
surely,1938,571,27.685,0,SURELY,ADVERBS,ADV.ALL
wk,1938,132,27.685,0,,,
evan,1938,285,27.685,0,,,
followed,1938,586,27.685,0,,,
upside,1937,595,27.671,0,UPSIDE,NOUNS,NOUN.LOCATION
sexually,1937,507,27.671,0,SEXUALLY,ADVERBS,ADV.ALL
browser,1935,551,27.642,0,BROWSER,NOUNS,NOUN.COMMUNICATION
minsn,1935,584,27.642,0,,,
strangers,1935,589,27.642,0,,,
chili,1935,441,27.642,0,CHILI,NOUNS,NOUN.FOOD
thee,1934,537,27.628,0,,,
hardest,1934,610,27.628,0,,,
shiny,1934,513,27.628,0,SHINY,ADJECTIVES,ADJ.ALL
bend,1933,551,27.614,0,BEND,NOUNS,NOUN.ARTIFACT
typen,1933,608,27.614,0,,,
affect,1933,609,27.614,0,AFFECT,NOUNS,NOUN.FEELING
nlmao,1933,588,27.614,0,,,
hay,1932,591,27.599,0,HAY,NOUNS,NOUN.FOOD
pepsi,1931,541,27.585,0,PEPSI,NOUNS,NOUN.FOOD
issa,1931,515,27.585,0,,,
generation,1931,584,27.585,0,GENERATION,NOUNS,NOUN.ACT
awn,1929,550,27.556,0,AWN,NOUNS,NOUN.PLANT
agreen,1928,589,27.542,0,,,
exposing,1928,605,27.542,0,,,
differentn,1927,559,27.528,0,,,
minecraftn,1927,556,27.528,0,,,
hotter,1927,602,27.528,0,,,
judging,1926,609,27.514,0,JUDGING,NOUNS,NOUN.COGNITION
behave,1924,559,27.485,0,BEHAVE,VERBS,VERB.BODY
houses,1924,603,27.485,0,,,
tiddies,1923,416,27.471,0,,,
completed,1923,601,27.471,0,COMPLETED,ADJECTIVES,ADJ.ALL
element,1923,412,27.471,0,ELEMENT,NOUNS,NOUN.ARTIFACT
ewww,1923,583,27.471,0,,,
communist,1923,490,27.471,0,COMMUNIST,ADJECTIVES,ADJ.PERT
kuki,1922,57,27.456,0,KUKI,NOUNS,NOUN.COMMUNICATION
wifen,1921,524,27.442,0,,,
normie,1921,518,27.442,0,,,
roasted,1921,608,27.442,0,ROASTED,ADJECTIVES,ADJ.ALL
jumped,1921,622,27.442,0,,,
nwhere,1921,609,27.442,0,,,
hani,1921,125,27.442,0,HANI,NOUNS,NOUN.COMMUNICATION
garden,1919,570,27.414,0,GARDEN,NOUNS,NOUN.ARTIFACT
eri,1918,227,27.399,0,,,
popping,1918,625,27.399,0,POPPING,NOUNS,NOUN.EVENT
eevee,1917,273,27.385,0,,,
adminn,1917,515,27.385,0,,,
nwtf,1917,603,27.385,0,,,
seth,1917,158,27.385,0,SETH,NOUNS,NOUN.PERSON
impostor,1916,311,27.371,0,IMPOSTOR,NOUNS,NOUN.PERSON
femalen,1916,527,27.371,0,,,
toxicn,1915,545,27.356,0,,,
path,1915,578,27.356,0,PATH,NOUNS,NOUN.ACT
confess,1914,560,27.342,0,CONFESS,VERBS,VERB.COMMUNICATION
worksn,1914,579,27.342,0,,,
eni,1914,582,27.342,0,,,
nanin,1913,481,27.328,0,,,
accepting,1913,600,27.328,0,ACCEPTING,ADJECTIVES,ADJ.ALL
moden,1913,539,27.328,0,,,
queue,1912,553,27.314,0,QUEUE,NOUNS,NOUN.BODY
fa,1912,565,27.314,0,FA,NOUNS,NOUN.COMMUNICATION
coin,1911,564,27.299,0,COIN,NOUNS,NOUN.POSSESSION
kissn,1910,517,27.285,0,,,
whoops,1910,574,27.285,0,,,
phantom,1910,528,27.285,0,PHANTOM,ADJECTIVES,ADJ.ALL
yalls,1910,542,27.285,0,,,
whut,1909,481,27.271,0,,,
netherlands,1908,501,27.256,0,NETHERLANDS,NOUNS,NOUN.LOCATION
xo,1907,258,27.242,0,,,
meth,1906,549,27.228,0,METH,NOUNS,NOUN.ARTIFACT
shipped,1906,509,27.228,0,,,
freya,1906,105,27.228,0,FREYA,NOUNS,NOUN.PERSON
brawl,1904,447,27.199,0,BRAWL,NOUNS,NOUN.ACT
nalso,1904,542,27.199,0,,,
answering,1904,636,27.199,0,ANSWERING,ADJECTIVES,ADJ.ALL
hindi,1904,464,27.199,0,HINDI,ADJECTIVES,ADJ.PERT
ji,1904,431,27.199,0,JI,NOUNS,NOUN.GROUP
feb,1904,489,27.199,0,FEB,NOUNS,NOUN.TIME
shota,1903,312,27.185,0,,,
zeus,1903,287,27.185,0,ZEUS,NOUNS,NOUN.ANIMAL
sht,1903,542,27.185,0,,,
minty,1902,181,27.171,0,,,
geez,1901,573,27.156,0,,,
ven,1900,274,27.142,0,,,
chaotic,1898,520,27.114,0,CHAOTIC,ADJECTIVES,ADJ.PERT
shhhn,1898,595,27.114,0,,,
frost,1897,364,27.099,0,FROST,NOUNS,NOUN.PERSON
onesn,1895,561,27.071,0,,,
icecream,1895,580,27.071,0,,,
software,1894,524,27.056,0,SOFTWARE,NOUNS,NOUN.COMMUNICATION
pops,1894,585,27.056,0,,,
bothn,1893,589,27.042,0,,,
creep,1893,599,27.042,0,CREEP,NOUNS,NOUN.ACT
verification,1891,463,27.014,0,VERIFICATION,NOUNS,NOUN.COGNITION
portuguese,1891,496,27.014,0,PORTUGUESE,ADJECTIVES,ADJ.PERT
mickey,1891,419,27.014,0,MICKEY,NOUNS,NOUN.PERSON
grave,1890,601,26.999,0,GRAVE,ADJECTIVES,ADJ.ALL
helicopter,1890,537,26.999,0,HELICOPTER,NOUNS,NOUN.ARTIFACT
wsg,1889,229,26.985,0,,,
spice,1889,546,26.985,0,SPICE,NOUNS,NOUN.ATTRIBUTE
bey,1889,320,26.985,0,BEY,NOUNS,NOUN.PERSON
tension,1888,305,26.971,0,TENSION,NOUNS,NOUN.ACT
plug,1887,584,26.956,0,PLUG,NOUNS,NOUN.ANIMAL
modding,1887,454,26.956,0,,,
pot,1887,579,26.956,0,POT,NOUNS,NOUN.ARTIFACT
welcomed,1887,553,26.956,0,WELCOMED,ADJECTIVES,ADJ.ALL
bana,1886,133,26.942,0,,,
mmmn,1886,548,26.942,0,,,
necessary,1886,586,26.942,0,NECESSARY,ADJECTIVES,ADJ.ALL
prize,1885,492,26.928,0,PRIZE,ADJECTIVES,ADJ.ALL
cryingn,1884,573,26.914,0,,,
daisy,1884,293,26.914,0,DAISY,NOUNS,NOUN.PLANT
dipped,1883,560,26.899,0,DIPPED,ADJECTIVES,ADJ.ALL
honor,1883,573,26.899,0,HONOR,NOUNS,NOUN.ATTRIBUTE
stu,1883,183,26.899,0,,,
bor,1882,242,26.885,0,,,
pengu,1882,157,26.885,0,,,
owe,1882,581,26.885,0,OWE,VERBS,VERB.POSSESSION
eps,1881,493,26.871,0,,,
kakashi,1881,411,26.871,0,,,
shoulder,1881,571,26.871,0,SHOULDER,NOUNS,NOUN.ARTIFACT
latin,1880,539,26.856,0,LATIN,ADJECTIVES,ADJ.PERT
yis,1880,394,26.856,0,,,
listens,1880,615,26.856,0,,,
crit,1880,193,26.856,0,,,
lolin,1879,402,26.842,0,,,
uhmn,1879,584,26.842,0,,,
ceo,1879,449,26.842,0,CEO,NOUNS,NOUN.PERSON
mura,1879,58,26.842,0,,,
bothered,1879,606,26.842,0,BOTHERED,ADJECTIVES,ADJ.ALL
starbucks,1878,537,26.828,0,,,
plain,1878,608,26.828,0,PLAIN,ADJECTIVES,ADJ.ALL
daten,1878,499,26.828,0,,,
wallet,1877,557,26.814,0,WALLET,NOUNS,NOUN.ARTIFACT
oopsn,1876,606,26.799,0,,,
officer,1875,540,26.785,0,OFFICER,NOUNS,NOUN.PERSON
seee,1874,582,26.771,0,,,
med,1873,526,26.756,0,MED,NOUNS,NOUN.COMMUNICATION
followers,1871,561,26.728,0,FOLLOWERS,NOUNS,NOUN.GROUP
senko,1871,292,26.728,0,,,
snowy,1871,271,26.728,0,SNOWY,ADJECTIVES,ADJ.ALL
fastest,1870,582,26.714,0,FASTEST,ADVERBS,ADV.ALL
review,1870,538,26.714,0,REVIEW,NOUNS,NOUN.ACT
youngest,1870,593,26.714,0,,,
lucy,1869,345,26.699,0,LUCY,NOUNS,NOUN.ANIMAL
capital,1868,580,26.685,0,CAPITAL,ADJECTIVES,ADJ.ALL
stg,1868,546,26.685,0,,,
menand,1868,608,26.685,0,,,
laughs,1867,594,26.671,0,,,
sentences,1867,593,26.671,0,,,
marie,1866,243,26.656,0,,,
sed,1865,487,26.642,0,,,
meadow,1864,63,26.628,0,MEADOW,NOUNS,NOUN.LOCATION
violets,1863,458,26.614,0,,,
muscles,1862,566,26.599,0,,,
updates,1862,543,26.599,0,,,
winged,1861,113,26.585,0,WINGED,ADJECTIVES,ADJ.ALL
fae,1860,99,26.571,0,FAE,NOUNS,NOUN.ARTIFACT
bullies,1860,594,26.571,0,,,
weapons,1860,544,26.571,0,,,
nur,1860,566,26.571,0,,,
awesomen,1859,541,26.556,0,,,
jeans,1859,522,26.556,0,,,
supreme,1858,542,26.542,0,SUPREME,ADJECTIVES,ADJ.ALL
whatni,1856,585,26.514,0,,,
vroom,1856,472,26.514,0,VROOM,VERBS,VERB.COMMUNICATION
sue,1856,486,26.514,0,SUE,NOUNS,NOUN.PERSON
shitn,1856,521,26.514,0,,,
survival,1854,565,26.485,0,SURVIVAL,NOUNS,NOUN.ACT
rite,1854,520,26.485,0,RITE,NOUNS,NOUN.ACT
jacob,1853,388,26.471,0,JACOB,NOUNS,NOUN.PERSON
loop,1853,625,26.471,0,LOOP,NOUNS,NOUN.ACT
reminded,1853,586,26.471,0,,,
noobs,1853,531,26.471,0,,,
ceiling,1852,593,26.456,0,CEILING,NOUNS,NOUN.ARTIFACT
funeral,1852,583,26.456,0,FUNERAL,NOUNS,NOUN.EVENT
bcuz,1851,477,26.442,0,,,
planned,1850,591,26.428,0,PLANNED,ADJECTIVES,ADJ.ALL
tsuki,1849,209,26.414,0,,,
lurker,1848,486,26.399,0,LURKER,NOUNS,NOUN.PERSON
flo,1848,165,26.399,0,,,
tattoo,1847,469,26.385,0,TATTOO,NOUNS,NOUN.ACT
wc,1847,291,26.385,0,,,
knees,1847,562,26.385,0,,,
drawn,1847,583,26.385,0,DRAWN,ADJECTIVES,ADJ.PPL
garbage,1846,580,26.371,0,GARBAGE,NOUNS,NOUN.ARTIFACT
wai,1846,537,26.371,0,,,
nighty,1846,452,26.371,0,,,
arrested,1846,577,26.371,0,ARRESTED,ADJECTIVES,ADJ.ALL
chann,1846,456,26.371,0,,,
spawn,1846,489,26.371,0,SPAWN,NOUNS,NOUN.ANIMAL
nation,1845,551,26.356,0,NATION,NOUNS,NOUN.GROUP
nomg,1845,553,26.356,0,,,
wink,1845,528,26.356,0,WINK,NOUNS,NOUN.ACT
becausen,1845,585,26.356,0,,,
garlic,1845,481,26.356,0,GARLIC,NOUNS,NOUN.FOOD
gasp,1844,526,26.342,0,GASP,NOUNS,NOUN.ACT
danganronpa,1842,448,26.314,0,,,
ranch,1841,487,26.299,0,RANCH,NOUNS,NOUN.ARTIFACT
subway,1840,547,26.285,0,SUBWAY,NOUNS,NOUN.ARTIFACT
bon,1840,515,26.285,0,,,
membersn,1839,522,26.271,0,,,
tested,1838,583,26.256,0,TESTED,ADJECTIVES,ADJ.ALL
brainn,1837,565,26.242,0,,,
explains,1836,624,26.228,0,,,
dungeon,1836,512,26.228,0,DUNGEON,NOUNS,NOUN.ARTIFACT
task,1835,568,26.214,0,TASK,NOUNS,NOUN.ACT
session,1834,589,26.199,0,SESSION,NOUNS,NOUN.ACT
farn,1834,588,26.199,0,,,
faq,1834,231,26.199,0,FAQ,NOUNS,NOUN.COMMUNICATION
maps,1833,525,26.185,0,,,
worthy,1833,594,26.185,0,WORTHY,ADJECTIVES,ADJ.ALL
norway,1833,421,26.185,0,NORWAY,NOUNS,NOUN.LOCATION
population,1832,567,26.171,0,POPULATION,NOUNS,NOUN.ACT
dk,1832,592,26.171,0,,,
hardly,1832,583,26.171,0,HARDLY,ADVERBS,ADV.ALL
taylor,1831,400,26.156,0,TAYLOR,NOUNS,NOUN.PERSON
skyrim,1831,462,26.156,0,,,
explaining,1831,592,26.156,0,,,
spelt,1830,619,26.142,0,SPELT,NOUNS,NOUN.PLANT
charlie,1830,484,26.142,0,,,
xav,1830,52,26.142,0,,,
ge,1830,597,26.142,0,GE,NOUNS,NOUN.PERSON
kfc,1829,559,26.128,0,,,
david,1829,497,26.128,0,DAVID,NOUNS,NOUN.PERSON
twins,1828,595,26.114,0,TWINS,NOUNS,NOUN.LOCATION
pigeon,1828,351,26.114,0,PIGEON,NOUNS,NOUN.ANIMAL
sausage,1828,563,26.114,0,SAUSAGE,NOUNS,NOUN.ARTIFACT
taxes,1827,549,26.099,0,,,
icey,1826,106,26.085,0,,,
mutes,1826,541,26.085,0,,,
boysn,1826,554,26.085,0,,,
bff,1825,506,26.071,0,,,
mg,1825,580,26.071,0,MG,NOUNS,NOUN.QUANTITY
pins,1824,537,26.056,0,,,
nthey,1824,591,26.056,0,,,
por,1824,539,26.056,0,,,
fu,1824,596,26.056,0,,,
aroundn,1823,572,26.042,0,,,
lunar,1823,289,26.042,0,LUNAR,ADJECTIVES,ADJ.PERT
doop,1822,61,26.028,0,,,
remembers,1822,586,26.028,0,,,
exodus,1822,121,26.028,0,EXODUS,NOUNS,NOUN.ACT
forgotn,1821,603,26.014,0,,,
minors,1819,477,25.985,0,MINORS,NOUNS,NOUN.GROUP
ora,1819,389,25.985,0,,,
sooon,1818,580,25.971,0,,,
sha,1818,233,25.971,0,,,
couch,1817,576,25.956,0,COUCH,NOUNS,NOUN.ARTIFACT
fuckin,1816,480,25.942,0,,,
cows,1815,559,25.928,0,COWS,NOUNS,NOUN.ANIMAL
ang,1815,366,25.928,0,ANG,NOUNS,NOUN.GROUP
rico,1814,256,25.914,0,RICO,NOUNS,NOUN.COMMUNICATION
niceee,1814,573,25.914,0,,,
hook,1814,591,25.914,0,HOOK,NOUNS,NOUN.ACT
paimon,1813,211,25.899,0,,,
km,1813,550,25.899,0,KM,NOUNS,NOUN.QUANTITY
royale,1813,532,25.899,0,,,
riding,1812,570,25.885,0,RIDING,ADJECTIVES,ADJ.ALL
raiding,1811,552,25.871,0,RAIDING,ADJECTIVES,ADJ.ALL
nail,1811,571,25.871,0,NAIL,NOUNS,NOUN.ARTIFACT
thus,1811,600,25.871,0,THUS,ADVERBS,ADV.ALL
clip,1810,586,25.856,0,CLIP,NOUNS,NOUN.ACT
mistaken,1810,610,25.856,0,MISTAKEN,ADJECTIVES,ADJ.ALL
gnome,1809,344,25.842,0,GNOME,NOUNS,NOUN.COMMUNICATION
flow,1808,598,25.828,0,FLOW,NOUNS,NOUN.ACT
devs,1807,401,25.814,0,,,
insomnia,1807,541,25.814,0,INSOMNIA,NOUNS,NOUN.STATE
gate,1807,529,25.814,0,GATE,NOUNS,NOUN.ARTIFACT
soviet,1807,491,25.814,0,SOVIET,ADJECTIVES,ADJ.PERT
fork,1806,569,25.799,0,FORK,NOUNS,NOUN.ACT
sheesh,1806,505,25.799,0,,,
kiyo,1805,72,25.785,0,,,
curly,1803,496,25.756,0,CURLY,ADJECTIVES,ADJ.ALL
kuro,1803,239,25.756,0,,,
deno,1803,56,25.756,0,,,
gnight,1801,392,25.728,0,,,
actor,1801,583,25.728,0,ACTOR,NOUNS,NOUN.PERSON
ndamn,1800,603,25.714,0,,,
texted,1800,610,25.714,0,,,
haircut,1799,575,25.699,0,HAIRCUT,NOUNS,NOUN.ACT
tummy,1797,525,25.671,0,TUMMY,NOUNS,NOUN.BODY
sock,1796,511,25.656,0,SOCK,NOUNS,NOUN.ARTIFACT
partners,1796,526,25.656,0,,,
fits,1796,588,25.656,0,,,
happenn,1795,576,25.642,0,,,
hourn,1795,574,25.642,0,,,
cheeto,1793,338,25.614,0,,,
cb,1793,224,25.614,0,,,
thas,1793,529,25.614,0,,,
hex,1793,385,25.614,0,HEX,ADJECTIVES,ADJ.PERT
muten,1793,536,25.614,0,,,
ancient,1792,563,25.599,0,ANCIENT,ADJECTIVES,ADJ.ALL
extreme,1791,563,25.585,0,EXTREME,ADJECTIVES,ADJ.ALL
sims,1791,466,25.585,0,,,
nuts,1791,573,25.585,0,NUTS,ADJECTIVES,ADJ.ALL
dayum,1791,538,25.585,0,,,
scientist,1790,385,25.571,0,SCIENTIST,NOUNS,NOUN.PERSON
handsn,1789,545,25.557,0,,,
throws,1788,547,25.542,0,,,
thay,1788,602,25.542,0,,,
gained,1787,582,25.528,0,,,
borrow,1787,592,25.528,0,BORROW,VERBS,VERB.POSSESSION
mei,1786,360,25.514,0,MEI,NOUNS,NOUN.PLANT
videon,1786,553,25.514,0,,,
development,1786,530,25.514,0,DEVELOPMENT,NOUNS,NOUN.ACT
coffeen,1786,496,25.514,0,,,
unfair,1785,595,25.499,0,UNFAIR,ADJECTIVES,ADJ.ALL
dood,1785,500,25.499,0,,,
croissant,1785,373,25.499,0,CROISSANT,NOUNS,NOUN.FOOD
responded,1784,600,25.485,0,,,
semi,1784,578,25.485,0,SEMI,NOUNS,NOUN.ARTIFACT
headset,1784,562,25.485,0,HEADSET,NOUNS,NOUN.ARTIFACT
moose,1783,266,25.471,0,MOOSE,NOUNS,NOUN.ANIMAL
medium,1783,567,25.471,0,MEDIUM,ADJECTIVES,ADJ.ALL
dakota,1782,135,25.457,0,DAKOTA,NOUNS,NOUN.COMMUNICATION
skirt,1780,494,25.428,0,SKIRT,NOUNS,NOUN.ARTIFACT
dick,1780,400,25.428,0,DICK,NOUNS,NOUN.BODY
awaken,1779,590,25.414,0,AWAKEN,VERBS,VERB.BODY
meown,1779,452,25.414,0,,,
directly,1778,574,25.399,0,DIRECTLY,ADVERBS,ADV.ALL
chop,1778,559,25.399,0,CHOP,NOUNS,NOUN.ACT
ducky,1775,340,25.357,0,DUCKY,NOUNS,NOUN.PERSON
blah,1774,442,25.342,0,BLAH,NOUNS,NOUN.COMMUNICATION
whatd,1774,551,25.342,0,,,
buttons,1773,404,25.328,0,,,
poem,1773,527,25.328,0,POEM,NOUNS,NOUN.COMMUNICATION
forcing,1772,599,25.314,0,,,
gangsta,1772,419,25.314,0,,,
sexuality,1771,555,25.299,0,SEXUALITY,NOUNS,NOUN.ATTRIBUTE
peak,1771,571,25.299,0,PEAK,ADJECTIVES,ADJ.ALL
wakey,1770,261,25.285,0,,,
oven,1770,541,25.285,0,OVEN,NOUNS,NOUN.ARTIFACT
ayee,1770,500,25.285,0,,,
idle,1770,382,25.285,0,IDLE,ADJECTIVES,ADJ.ALL
improve,1768,569,25.257,0,IMPROVE,VERBS,VERB.CHANGE
plzn,1768,527,25.257,0,,,
loads,1768,588,25.257,0,LOADS,NOUNS,NOUN.QUANTITY
nsfwn,1767,515,25.242,0,,,
dosent,1766,529,25.228,0,,,
steps,1766,550,25.228,0,STEPS,NOUNS,NOUN.ARTIFACT
discovered,1766,560,25.228,0,DISCOVERED,ADJECTIVES,ADJ.ALL
ilym,1765,381,25.214,0,,,
nthere,1765,572,25.214,0,,,
fed,1764,589,25.199,0,FED,NOUNS,NOUN.GROUP
aryan,1763,125,25.185,0,ARYAN,ADJECTIVES,ADJ.PERT
breed,1763,596,25.185,0,BREED,NOUNS,NOUN.ATTRIBUTE
crazyn,1763,578,25.185,0,,,
npat,1763,182,25.185,0,,,
details,1762,578,25.171,0,DETAILS,NOUNS,NOUN.COMMUNICATION
anonymous,1762,361,25.171,0,ANONYMOUS,ADJECTIVES,ADJ.ALL
aria,1761,162,25.157,0,ARIA,NOUNS,NOUN.ACT
vv,1760,370,25.142,0,,,
jokingn,1760,596,25.142,0,,,
blaze,1760,268,25.142,0,BLAZE,NOUNS,NOUN.ACT
hs,1760,545,25.142,0,,,
gameplay,1759,499,25.128,0,,,
central,1759,535,25.128,0,CENTRAL,ADJECTIVES,ADJ.PERT
career,1759,579,25.128,0,CAREER,NOUNS,NOUN.ACT
venting,1759,437,25.128,0,VENTING,NOUNS,NOUN.ACT
rolled,1758,568,25.114,0,ROLLED,ADJECTIVES,ADJ.ALL
jacket,1757,557,25.099,0,JACKET,NOUNS,NOUN.ARTIFACT
peaceful,1757,580,25.099,0,PEACEFUL,ADJECTIVES,ADJ.ALL
grape,1756,470,25.085,0,GRAPE,NOUNS,NOUN.FOOD
wrist,1756,563,25.085,0,WRIST,NOUNS,NOUN.BODY
sif,1756,55,25.085,0,SIF,NOUNS,NOUN.PERSON
desktop,1755,513,25.071,0,DESKTOP,NOUNS,NOUN.ARTIFACT
applying,1755,513,25.071,0,,,
mates,1754,555,25.057,0,MATES,NOUNS,NOUN.GROUP
neighbor,1754,574,25.057,0,NEIGHBOR,ADJECTIVES,ADJ.ALL
rea,1754,248,25.057,0,,,
fever,1754,524,25.057,0,FEVER,NOUNS,NOUN.FEELING
profilen,1753,471,25.042,0,,,
individual,1752,517,25.028,0,INDIVIDUAL,ADJECTIVES,ADJ.ALL
chem,1752,476,25.028,0,,,
mattern,1752,550,25.028,0,,,
thanksgiving,1751,302,25.014,0,THANKSGIVING,NOUNS,NOUN.COMMUNICATION
mortal,1751,533,25.014,0,MORTAL,ADJECTIVES,ADJ.ALL
leaked,1751,540,25.014,0,,,
murr,1750,68,24.999,0,,,
undertale,1750,441,24.999,0,,,
holidays,1749,523,24.985,0,,,
lonelyn,1747,538,24.957,0,,,
colorn,1747,549,24.957,0,,,
trend,1747,576,24.957,0,TREND,NOUNS,NOUN.COGNITION
sight,1746,597,24.942,0,SIGHT,NOUNS,NOUN.ACT
chas,1746,54,24.942,0,,,
mais,1745,251,24.928,0,,,
boots,1745,540,24.928,0,,,
stabbed,1745,578,24.928,0,STABBED,ADJECTIVES,ADJ.ALL
recommended,1742,578,24.885,0,RECOMMENDED,ADJECTIVES,ADJ.ALL
seemed,1741,587,24.871,0,,,
agent,1741,491,24.871,0,AGENT,NOUNS,NOUN.COMMUNICATION
bleh,1740,430,24.857,0,,,
solution,1740,580,24.857,0,SOLUTION,NOUNS,NOUN.ACT
fuckn,1739,475,24.842,0,,,
deaf,1738,594,24.828,0,DEAF,ADJECTIVES,ADJ.ALL
peter,1738,509,24.828,0,PETER,NOUNS,NOUN.BODY
client,1737,448,24.814,0,CLIENT,NOUNS,NOUN.ARTIFACT
getn,1736,601,24.799,0,,,
ndon,1735,576,24.785,0,,,
ecchi,1735,359,24.785,0,,,
doors,1734,543,24.771,0,,,
snakes,1732,525,24.742,0,,,
fur,1732,554,24.742,0,FUR,NOUNS,NOUN.ANIMAL
abused,1732,573,24.742,0,ABUSED,ADJECTIVES,ADJ.ALL
creating,1731,577,24.728,0,,,
baked,1731,523,24.728,0,BAKED,ADJECTIVES,ADJ.ALL
theyll,1729,583,24.699,0,,,
holes,1729,563,24.699,0,,,
economy,1729,498,24.699,0,ECONOMY,NOUNS,NOUN.ACT
expert,1729,526,24.699,0,EXPERT,ADJECTIVES,ADJ.ALL
timer,1728,525,24.685,0,TIMER,NOUNS,NOUN.ARTIFACT
dong,1728,509,24.685,0,DONG,NOUNS,NOUN.QUANTITY
blob,1728,355,24.685,0,BLOB,NOUNS,NOUN.SHAPE
factions,1728,157,24.685,0,,,
hruu,1727,409,24.671,0,,,
fishing,1727,536,24.671,0,FISHING,NOUNS,NOUN.ACT
finals,1727,446,24.671,0,,,
ini,1726,570,24.657,0,,,
algebra,1726,512,24.657,0,ALGEBRA,NOUNS,NOUN.COGNITION
relaxing,1725,563,24.642,0,RELAXING,ADJECTIVES,ADJ.ALL
generaln,1725,513,24.642,0,,,
elliot,1725,124,24.642,0,,,
piss,1725,521,24.642,0,PISS,NOUNS,NOUN.PROCESS
convince,1725,575,24.642,0,CONVINCE,VERBS,VERB.COMMUNICATION
confuse,1724,597,24.628,0,CONFUSE,VERBS,VERB.COGNITION
retired,1723,428,24.614,0,RETIRED,ADJECTIVES,ADJ.ALL
spin,1722,549,24.599,0,SPIN,NOUNS,NOUN.ACT
uglyn,1722,520,24.599,0,,,
messaged,1721,609,24.585,0,,,
finishing,1721,586,24.585,0,FINISHING,NOUNS,NOUN.ACT
closest,1720,561,24.571,0,CLOSEST,ADVERBS,ADV.ALL
jan,1720,543,24.571,0,JAN,NOUNS,NOUN.TIME
tasted,1720,568,24.571,0,,,
neli,1719,55,24.557,0,,,
ember,1719,108,24.557,0,EMBER,NOUNS,NOUN.OBJECT
learnt,1717,582,24.528,0,,,
memesn,1716,548,24.514,0,,,
rolling,1716,592,24.514,0,ROLLING,ADJECTIVES,ADJ.ALL
wallpaper,1715,547,24.499,0,WALLPAPER,NOUNS,NOUN.SUBSTANCE
lettuce,1715,497,24.499,0,LETTUCE,NOUNS,NOUN.FOOD
peen,1715,468,24.499,0,PEEN,NOUNS,NOUN.ARTIFACT
amd,1714,572,24.485,0,,,
sticky,1714,551,24.485,0,STICKY,ADJECTIVES,ADJ.ALL
bake,1713,530,24.471,0,BAKE,VERBS,VERB.CHANGE
bears,1713,548,24.471,0,,,
hy,1712,575,24.457,0,,,
kingn,1712,489,24.457,0,,,
yoshikage,1711,245,24.442,0,,,
binge,1711,534,24.442,0,BINGE,NOUNS,NOUN.ACT
infront,1710,590,24.428,0,,,
hh,1710,562,24.428,0,,,
signs,1710,587,24.428,0,,,
waifun,1710,430,24.428,0,,,
ruining,1710,621,24.428,0,RUINING,NOUNS,NOUN.ACT
fb,1709,379,24.414,0,,,
hihin,1708,485,24.399,0,,,
tab,1708,597,24.399,0,TAB,NOUNS,NOUN.ARTIFACT
constant,1707,555,24.385,0,CONSTANT,ADJECTIVES,ADJ.ALL
lime,1707,474,24.385,0,LIME,NOUNS,NOUN.FOOD
nickn,1706,374,24.371,0,,,
forgotten,1705,581,24.357,0,FORGOTTEN,ADJECTIVES,ADJ.ALL
fruits,1705,518,24.357,0,,,
ia,1705,560,24.357,0,IA,NOUNS,NOUN.LOCATION
wuv,1704,417,24.342,0,,,
mitch,1704,88,24.342,0,,,
cinnamon,1704,503,24.342,0,CINNAMON,NOUNS,NOUN.FOOD
forces,1704,574,24.342,0,,,
aids,1704,546,24.342,0,AIDS,NOUNS,NOUN.STATE
neverland,1703,453,24.328,0,,,
donuts,1703,525,24.328,0,,,
burgers,1702,549,24.314,0,,,
gts,1702,373,24.314,0,,,
subscribe,1702,465,24.314,0,SUBSCRIBE,VERBS,VERB.COMMUNICATION
bein,1700,566,24.285,0,,,
okien,1700,495,24.285,0,,,
nonits,1700,591,24.285,0,,,
vape,1700,510,24.285,0,,,
function,1699,560,24.271,0,FUNCTION,NOUNS,NOUN.ACT
arts,1699,555,24.271,0,ARTS,NOUNS,NOUN.COGNITION
snitch,1698,549,24.257,0,SNITCH,NOUNS,NOUN.PERSON
rosey,1698,122,24.257,0,,,
factsn,1697,510,24.242,0,,,
sleepyn,1697,511,24.242,0,,,
hurtn,1697,563,24.242,0,,,
bonito,1696,79,24.228,0,BONITO,NOUNS,NOUN.ANIMAL
washing,1696,563,24.228,0,WASHING,NOUNS,NOUN.ACT
nonyou,1696,556,24.228,0,,,
luckn,1696,564,24.228,0,,,
donator,1696,342,24.228,0,,,
spray,1695,513,24.214,0,SPRAY,NOUNS,NOUN.ARTIFACT
amen,1694,533,24.199,0,AMEN,NOUNS,NOUN.PERSON
swirl,1694,115,24.199,0,SWIRL,NOUNS,NOUN.SHAPE
songsn,1694,543,24.199,0,,,
jon,1693,443,24.185,0,,,
junior,1693,512,24.185,0,JUNIOR,ADJECTIVES,ADJ.ALL
oohn,1693,497,24.185,0,,,
stores,1693,544,24.185,0,,,
slang,1691,549,24.157,0,SLANG,NOUNS,NOUN.COMMUNICATION
detective,1691,498,24.157,0,DETECTIVE,NOUNS,NOUN.PERSON
bucket,1691,541,24.157,0,BUCKET,NOUNS,NOUN.ARTIFACT
ezn,1690,538,24.142,0,,,
